timestamp,price,7d_ma,30d_ma,price_change
2024-12-15 16:04:57.551,102687.43102436465,102644.35652589743,101774.57064998048,-0.2636192961642858
2024-12-15 17:03:44.812,103035.69724768725,102758.17046751059,101824.48191906852,0.33915175386942664
2024-12-15 18:03:46.379,103119.40465508132,102878.95156438528,101876.2416743428,0.08124117139018949
2024-12-15 19:00:29.199,103127.79309660214,102944.34568552843,101937.87109624116,0.008134687694205667
2024-12-15 20:04:57.702,103273.69291451228,103008.41782925381,102008.98268998516,0.14147477952279885
2024-12-15 21:03:13.159,103114.8266287334,103045.3851411664,102064.70162651558,-0.15383035243098364
2024-12-15 22:03:41.565,102832.69010004964,103027.36223814725,102105.82194226512,-0.27361392915840055
2024-12-15 23:03:44.440,103299.66293670298,103114.82393990985,102162.1996942948,0.45410932671217097
2024-12-16 00:03:43.798,104721.50151808978,103355.65312139594,102288.9442272764,1.3764213173261153
2024-12-16 01:04:01.948,105466.77955550035,103690.99239288436,102437.9198189193,0.711676233253633
2024-12-16 02:03:43.107,105494.26514589906,104029.05982849821,102577.1062052532,0.026060898526103493
2024-12-16 03:03:51.423,104539.4371191428,104209.88042915972,102702.08114530049,-0.9050994624548725
2024-12-16 04:03:43.678,104556.32165668416,104415.80829029554,102818.47330831543,0.01615135685311131
2024-12-16 05:03:46.250,104599.11753946326,104668.15506735463,102936.30636569545,0.040930937604732875
2024-12-16 06:03:48.831,104980.61831687568,104908.29155023643,103055.88698652506,0.36472657359511995
2024-12-16 07:03:38.383,105064.80127579396,104957.3343727656,103177.11904738356,0.08018904848148267
2024-12-16 08:00:53.577,104987.11672005488,104888.81111055911,103272.05642303899,-0.07393965894929577
2024-12-16 09:03:58.752,104485.50722610675,104744.70283630307,103361.72982756178,-0.4777819504136471
2024-12-16 10:03:39.732,104785.88396917864,104779.90952916534,103463.55893747657,0.28748172932908655
2024-12-16 11:03:02.109,104649.44144650658,104793.21235628282,103540.80545005012,-0.13021078555981447
2024-12-16 12:03:52.690,103668.76924235464,104660.30545669587,103592.88544892875,-0.9371021866879548
2024-12-16 13:03:57.126,103569.92156219382,104458.77734888418,103653.21048153502,-0.09534952607542779
2024-12-16 14:01:23.754,103873.16095776264,104288.54301773685,103724.39496965549,0.29278712486686675
2024-12-16 15:03:52.162,105437.5551101678,104352.89135918157,103839.8153874142,1.5060619489968952
2024-12-16 16:01:13.678,106351.01927429502,104619.3930803513,103976.88270801086,0.866355600879376
