time,open,high,low,close
2024-12-13 20:00:00,99971.0,101845.0,99971.0,101669.0
2024-12-14 00:00:00,101550.0,101844.0,101135.0,101352.0
2024-12-14 04:00:00,101366.0,102658.0,101171.0,102143.0
2024-12-14 08:00:00,102122.0,102146.0,101598.0,101900.0
2024-12-14 12:00:00,101822.0,101864.0,101336.0,101630.0
2024-12-14 16:00:00,101567.0,101732.0,100858.0,101622.0
2024-12-14 20:00:00,101599.0,101666.0,100853.0,101309.0
2024-12-15 00:00:00,101319.0,101454.0,100682.0,101367.0
2024-12-15 04:00:00,101393.0,102139.0,101274.0,101731.0
2024-12-15 08:00:00,101714.0,102742.0,101592.0,101716.0
2024-12-15 12:00:00,101738.0,102544.0,101602.0,102538.0
2024-12-15 16:00:00,102670.0,103196.0,102483.0,102784.0
2024-12-15 20:00:00,102687.0,103378.0,102637.0,103274.0
2024-12-16 00:00:00,103172.0,105004.0,102606.0,104722.0
2024-12-16 04:00:00,104351.0,106352.0,104333.0,104333.0
2024-12-16 08:00:00,104556.0,105320.0,104497.0,104987.0
2024-12-16 12:00:00,104857.0,104980.0,103774.0,103774.0
2024-12-16 16:00:00,103669.0,106418.0,103433.0,106097.0
2024-12-16 20:00:00,106351.0,107822.0,105985.0,106597.0
2024-12-17 00:00:00,106657.0,106657.0,105512.0,106074.0
2024-12-17 04:00:00,106090.0,106926.0,105839.0,106809.0
2024-12-17 08:00:00,106851.0,107076.0,106357.0,106729.0
2024-12-17 12:00:00,106813.0,107517.0,106739.0,106782.0
2024-12-17 16:00:00,106760.0,108135.0,105817.0,106135.0
2024-12-17 20:00:00,106535.0,107628.0,106254.0,106451.0
2024-12-18 00:00:00,106496.0,106867.0,105525.0,106035.0
2024-12-18 04:00:00,106154.0,106477.0,104652.0,104785.0
2024-12-18 08:00:00,104741.0,104741.0,103353.0,104209.0
2024-12-18 12:00:00,104240.0,104970.0,103785.0,104900.0
2024-12-18 16:00:00,105037.0,105306.0,103675.0,104421.0
2024-12-18 20:00:00,104432.0,104893.0,103079.0,103246.0
2024-12-19 00:00:00,102842.0,102842.0,100237.0,100356.0
2024-12-19 04:00:00,100139.0,101175.0,98840.0,101151.0
2024-12-19 08:00:00,101108.0,101654.0,100672.0,101654.0
2024-12-19 12:00:00,101633.0,102535.0,101334.0,102354.0
2024-12-19 16:00:00,102387.0,102759.0,99681.0,100552.0
2024-12-19 20:00:00,100349.0,101086.0,96418.0,96418.0
2024-12-20 00:00:00,97157.0,98137.0,95718.0,97851.0
2024-12-20 04:00:00,97491.0,97607.0,96030.0,96879.0
2024-12-20 08:00:00,97027.0,98059.0,96366.0,97604.0
2024-12-20 12:00:00,97713.0,97713.0,92901.0,92901.0
2024-12-20 16:00:00,92806.0,97290.0,92245.0,97208.0
2024-12-20 20:00:00,96855.0,97671.0,96418.0,97127.0
2024-12-21 00:00:00,97049.0,97757.0,95445.0,97691.0
2024-12-21 04:00:00,97466.0,97580.0,97176.0,97348.0
2024-12-21 08:00:00,97413.0,99496.0,97400.0,99178.0
2024-12-21 12:00:00,99064.0,99064.0,97794.0,98244.0
2024-12-21 16:00:00,98257.0,98257.0,96562.0,97558.0
2024-12-21 20:00:00,97471.0,97641.0,96773.0,97092.0
2024-12-22 00:00:00,97278.0,97881.0,96567.0,97203.0
2024-12-22 04:00:00,97244.0,97377.0,96546.0,96894.0
2024-12-22 08:00:00,96902.0,97007.0,95867.0,96029.0
2024-12-22 12:00:00,96153.0,97287.0,96153.0,97139.0
2024-12-22 16:00:00,97065.0,97214.0,95109.0,95109.0
2024-12-22 20:00:00,95210.0,96312.0,94800.0,94800.0
2024-12-23 00:00:00,94642.0,95658.0,94099.0,95094.0
2024-12-23 04:00:00,95110.0,95810.0,93810.0,95810.0
2024-12-23 08:00:00,95933.0,96371.0,94692.0,95192.0
2024-12-23 12:00:00,95317.0,96386.0,94974.0,95795.0
2024-12-23 16:00:00,95817.0,96315.0,93063.0,93063.0
2024-12-23 20:00:00,93092.0,94178.0,92622.0,92937.0
2024-12-24 00:00:00,92875.0,95331.0,92442.0,94645.0
2024-12-24 04:00:00,94784.0,94784.0,93580.0,94184.0
2024-12-24 08:00:00,94226.0,94469.0,93696.0,94078.0
2024-12-24 12:00:00,94091.0,94430.0,93731.0,94294.0
2024-12-24 16:00:00,94251.0,98105.0,93943.0,97953.0
2024-12-24 20:00:00,98141.0,99304.0,97767.0,97767.0
2024-12-25 00:00:00,97373.0,99040.0,97373.0,98696.0
2024-12-25 04:00:00,98637.0,98646.0,97760.0,98002.0
2024-12-25 08:00:00,97940.0,98435.0,97813.0,98032.0
2024-12-25 12:00:00,98026.0,99203.0,97889.0,98186.0
2024-12-25 16:00:00,97852.0,98721.0,97695.0,98504.0
2024-12-25 20:00:00,98425.0,99175.0,98107.0,99061.0
2024-12-26 00:00:00,98931.0,99345.0,98292.0,99345.0
2024-12-26 04:00:00,99365.0,99887.0,98432.0,98863.0
2024-12-26 08:00:00,98881.0,98881.0,97696.0,97906.0
2024-12-26 12:00:00,97158.0,97158.0,95134.0,95536.0
