time,open,high,low,close
2024-12-26 16:00:00,95402.0,96220.0,95184.0,95935.0
2024-12-26 20:00:00,95969.0,96482.0,95406.0,95930.0
2024-12-27 00:00:00,96017.0,96025.0,95287.0,95678.0
2024-12-27 04:00:00,95688.0,96302.0,95307.0,96254.0
2024-12-27 08:00:00,96305.0,96482.0,94755.0,94992.0
2024-12-27 12:00:00,94990.0,97134.0,94990.0,96678.0
2024-12-27 16:00:00,96840.0,96840.0,93945.0,94375.0
2024-12-27 20:00:00,94408.0,94813.0,93369.0,94495.0
2024-12-28 00:00:00,94605.0,94690.0,94055.0,94332.0
2024-12-28 04:00:00,94188.0,94500.0,94039.0,94451.0
2024-12-28 08:00:00,94437.0,94601.0,94149.0,94149.0
2024-12-28 12:00:00,94236.0,94627.0,94182.0,94627.0
2024-12-28 16:00:00,94609.0,95169.0,94260.0,94260.0
2024-12-28 20:00:00,94226.0,95016.0,94226.0,94883.0
2024-12-29 00:00:00,94832.0,95276.0,94721.0,95185.0
2024-12-29 04:00:00,95069.0,95069.0,94702.0,94990.0
2024-12-29 08:00:00,95012.0,95106.0,94822.0,95106.0
2024-12-29 12:00:00,95113.0,95113.0,94909.0,94909.0
2024-12-29 16:00:00,94868.0,95048.0,94088.0,94562.0
2024-12-29 20:00:00,94397.0,94397.0,93252.0,93341.0
2024-12-30 00:00:00,93434.0,93734.0,92869.0,93663.0
2024-12-30 04:00:00,93467.0,93898.0,93212.0,93486.0
2024-12-30 08:00:00,93512.0,93770.0,93050.0,93443.0
2024-12-30 12:00:00,93621.0,93875.0,93351.0,93695.0
2024-12-30 16:00:00,93807.0,94002.0,91375.0,91824.0
2024-12-30 20:00:00,91913.0,94499.0,91650.0,94233.0
2024-12-31 00:00:00,94335.0,94838.0,91723.0,92627.0
2024-12-31 04:00:00,92666.0,92666.0,91942.0,92354.0
2024-12-31 08:00:00,92411.0,92776.0,92213.0,92776.0
2024-12-31 12:00:00,92719.0,94423.0,92719.0,94080.0
2024-12-31 16:00:00,94089.0,95988.0,94089.0,95337.0
2024-12-31 20:00:00,95264.0,95374.0,93215.0,93937.0
2025-01-01 00:00:00,94000.0,94038.0,93267.0,93508.0
2025-01-01 04:00:00,93400.0,94272.0,93376.0,93618.0
2025-01-01 08:00:00,93594.0,93685.0,93343.0,93554.0
2025-01-01 12:00:00,93474.0,93534.0,92852.0,93298.0
2025-01-01 16:00:00,93263.0,94217.0,93254.0,94160.0
2025-01-01 20:00:00,94257.0,94626.0,93564.0,94410.0
2025-01-02 00:00:00,94469.0,94895.0,94384.0,94384.0
2025-01-02 04:00:00,94385.0,95167.0,94253.0,94830.0
2025-01-02 08:00:00,94865.0,95780.0,94865.0,95581.0
2025-01-02 12:00:00,95719.0,96755.0,95583.0,96525.0
2025-01-02 16:00:00,96654.0,97189.0,95911.0,96430.0
2025-01-02 20:00:00,96386.0,97533.0,96051.0,97433.0
2025-01-03 00:00:00,97566.0,97723.0,96633.0,96852.0
2025-01-03 04:00:00,96898.0,97180.0,96620.0,96994.0
2025-01-03 08:00:00,96947.0,96947.0,96260.0,96261.0
2025-01-03 12:00:00,96250.0,96772.0,96010.0,96664.0
2025-01-03 16:00:00,96705.0,97473.0,96406.0,97398.0
2025-01-03 20:00:00,97495.0,98971.0,97400.0,98547.0
2025-01-04 00:00:00,98378.0,98740.0,98042.0,98084.0
2025-01-04 04:00:00,98116.0,98231.0,97796.0,98194.0
2025-01-04 08:00:00,98190.0,98255.0,97865.0,98192.0
2025-01-04 12:00:00,98256.0,98256.0,97596.0,97887.0
2025-01-04 16:00:00,97854.0,98131.0,97590.0,97706.0
2025-01-04 20:00:00,97660.0,98237.0,97623.0,98188.0
2025-01-05 00:00:00,98177.0,98695.0,98157.0,98257.0
2025-01-05 04:00:00,98211.0,98359.0,98022.0,98122.0
2025-01-05 08:00:00,98166.0,98475.0,98166.0,98275.0
2025-01-05 12:00:00,98246.0,98246.0,97577.0,97597.0
2025-01-05 16:00:00,97618.0,98155.0,97292.0,98012.0
2025-01-05 20:00:00,97980.0,98195.0,97576.0,98012.0
2025-01-06 00:00:00,98030.0,98772.0,98018.0,98365.0
2025-01-06 04:00:00,98350.0,99252.0,97951.0,98982.0
2025-01-06 08:00:00,98996.0,99840.0,98996.0,99374.0
2025-01-06 12:00:00,99309.0,99534.0,98688.0,99221.0
2025-01-06 16:00:00,99223.0,102406.0,98724.0,102406.0
2025-01-06 20:00:00,102132.0,102482.0,101379.0,101878.0
2025-01-07 00:00:00,101851.0,102370.0,101629.0,102229.0
2025-01-07 04:00:00,102290.0,102512.0,101584.0,101672.0
2025-01-07 08:00:00,101743.0,101970.0,101636.0,101708.0
2025-01-07 12:00:00,101698.0,101990.0,100515.0,100754.0
2025-01-07 16:00:00,100867.0,100941.0,97541.0,98101.0
2025-01-07 20:00:00,97849.0,98202.0,96380.0,96442.0
2025-01-08 00:00:00,96373.0,97159.0,96164.0,96952.0
2025-01-08 04:00:00,96807.0,97205.0,96226.0,96226.0
2025-01-08 08:00:00,96524.0,96610.0,95259.0,95752.0
2025-01-08 12:00:00,95549.0,96114.0,94541.0,95114.0
2025-01-08 16:00:00,95094.0,95899.0,94694.0,95279.0
2025-01-08 20:00:00,95401.0,95401.0,92939.0,94157.0
2025-01-09 00:00:00,94223.0,95292.0,93743.0,95017.0
2025-01-09 04:00:00,95032.0,95344.0,93878.0,94038.0
2025-01-09 08:00:00,93973.0,94577.0,93313.0,93313.0
2025-01-09 12:00:00,93181.0,93709.0,92806.0,93452.0
2025-01-09 16:00:00,93398.0,94561.0,91834.0,94561.0
2025-01-09 20:00:00,94418.0,94565.0,92029.0,92042.0
2025-01-10 00:00:00,92197.0,92635.0,91251.0,92376.0
2025-01-10 04:00:00,92624.0,93687.0,92441.0,93687.0
2025-01-10 08:00:00,93711.0,94789.0,93529.0,94551.0
2025-01-10 12:00:00,94397.0,95080.0,94397.0,94899.0
2025-01-10 16:00:00,95028.0,95098.0,92276.0,94018.0
2025-01-10 20:00:00,93659.0,95799.0,93300.0,95326.0
2025-01-11 00:00:00,95288.0,95358.0,94588.0,94737.0
2025-01-11 04:00:00,94688.0,94688.0,94147.0,94170.0
2025-01-11 08:00:00,94180.0,94385.0,93834.0,94185.0
2025-01-11 12:00:00,94215.0,94719.0,94005.0,94561.0
2025-01-11 16:00:00,94588.0,94596.0,94291.0,94353.0
2025-01-11 20:00:00,94373.0,94671.0,93994.0,94129.0
2025-01-12 00:00:00,94203.0,95006.0,94163.0,94560.0
2025-01-12 04:00:00,94572.0,94623.0,94279.0,94550.0
2025-01-12 08:00:00,94566.0,94587.0,94268.0,94288.0
2025-01-12 12:00:00,94269.0,94332.0,93728.0,94254.0
2025-01-12 16:00:00,94204.0,95207.0,94136.0,94983.0
2025-01-12 20:00:00,95012.0,95244.0,94538.0,94538.0
2025-01-13 00:00:00,94576.0,94740.0,93835.0,94455.0
2025-01-13 04:00:00,94484.0,95904.0,93913.0,94125.0
2025-01-13 08:00:00,94343.0,94808.0,93331.0,93519.0
2025-01-13 12:00:00,93494.0,93494.0,90761.0,91067.0
2025-01-13 16:00:00,90514.0,92807.0,89800.0,92197.0
2025-01-13 20:00:00,91981.0,92333.0,91204.0,92113.0
2025-01-14 00:00:00,92271.0,94587.0,91918.0,94456.0
2025-01-14 04:00:00,94504.0,95205.0,94376.0,94839.0
2025-01-14 08:00:00,94836.0,95444.0,94754.0,94845.0
2025-01-14 12:00:00,94835.0,97328.0,94835.0,96498.0
2025-01-14 16:00:00,96412.0,97150.0,95813.0,96596.0
2025-01-14 20:00:00,96378.0,96984.0,95324.0,96692.0
2025-01-15 00:00:00,96446.0,96842.0,96142.0,96574.0
2025-01-15 04:00:00,96535.0,97320.0,96502.0,97094.0
2025-01-15 08:00:00,97344.0,97706.0,96809.0,97177.0
2025-01-15 12:00:00,97253.0,97458.0,96527.0,96669.0
2025-01-15 16:00:00,96733.0,99752.0,96512.0,99336.0
2025-01-15 20:00:00,99020.0,99772.0,98587.0,99772.0
2025-01-16 00:00:00,99896.0,100702.0,99460.0,100313.0
2025-01-16 04:00:00,100555.0,100667.0,99371.0,99440.0
2025-01-16 08:00:00,99545.0,99807.0,99369.0,99746.0
2025-01-16 12:00:00,99740.0,99759.0,98670.0,99248.0
2025-01-16 16:00:00,99137.0,99441.0,97532.0,98868.0
2025-01-16 20:00:00,99185.0,100326.0,99185.0,100203.0
2025-01-17 00:00:00,100378.0,100588.0,99425.0,100045.0
2025-01-17 04:00:00,99978.0,102084.0,99978.0,101056.0
2025-01-17 08:00:00,101018.0,101693.0,100965.0,101448.0
2025-01-17 12:00:00,101529.0,102480.0,101529.0,102255.0
2025-01-17 16:00:00,102254.0,104279.0,102254.0,104005.0
2025-01-17 20:00:00,103993.0,105850.0,103993.0,105850.0
2025-01-18 00:00:00,105651.0,105651.0,104161.0,104161.0
2025-01-18 04:00:00,104125.0,104658.0,102895.0,103558.0
2025-01-18 08:00:00,103595.0,103717.0,102594.0,102778.0
2025-01-18 12:00:00,102482.0,103673.0,102214.0,103551.0
2025-01-18 16:00:00,103518.0,104839.0,103162.0,104839.0
2025-01-18 20:00:00,104579.0,104579.0,103161.0,104368.0
2025-01-19 00:00:00,104275.0,104527.0,103771.0,104335.0
2025-01-19 04:00:00,104452.0,105256.0,103972.0,104991.0
2025-01-19 08:00:00,104915.0,105498.0,104242.0,105085.0
2025-01-19 12:00:00,105006.0,105319.0,103499.0,104294.0
2025-01-19 16:00:00,104184.0,105502.0,104184.0,104612.0
2025-01-19 20:00:00,104736.0,105668.0,104380.0,105668.0
2025-01-20 00:00:00,106085.0,106307.0,99836.0,101275.0
2025-01-20 04:00:00,101184.0,102049.0,99702.0,101769.0
2025-01-20 08:00:00,101817.0,108744.0,101485.0,107622.0
2025-01-20 12:00:00,107127.0,108786.0,107127.0,108110.0
2025-01-20 16:00:00,108162.0,108371.0,104897.0,104897.0
2025-01-20 20:00:00,104908.0,106614.0,101246.0,103566.0
2025-01-21 00:00:00,103687.0,104080.0,101765.0,101765.0
2025-01-21 04:00:00,102095.0,102967.0,100142.0,102967.0
2025-01-21 08:00:00,102452.0,102734.0,101243.0,101820.0
2025-01-21 12:00:00,101885.0,103836.0,101708.0,103801.0
2025-01-21 16:00:00,103681.0,105108.0,102784.0,103743.0
2025-01-21 20:00:00,103863.0,107245.0,103863.0,107006.0
2025-01-22 00:00:00,106970.0,107137.0,105684.0,106182.0
2025-01-22 04:00:00,106193.0,106217.0,105465.0,105677.0
2025-01-22 08:00:00,105688.0,105911.0,105084.0,105096.0
2025-01-22 12:00:00,105122.0,105436.0,104748.0,105436.0
2025-01-22 16:00:00,105065.0,105443.0,103730.0,104586.0
2025-01-22 20:00:00,103822.0,104668.0,103300.0,104654.0
2025-01-23 00:00:00,104605.0,104679.0,103674.0,103674.0
2025-01-23 04:00:00,103610.0,103675.0,102035.0,102209.0
2025-01-23 08:00:00,102393.0,102853.0,101526.0,102602.0
2025-01-23 12:00:00,102561.0,102561.0,101225.0,101866.0
2025-01-23 16:00:00,101920.0,105777.0,101356.0,104861.0
2025-01-23 20:00:00,105233.0,106732.0,103533.0,103533.0
2025-01-24 00:00:00,103771.0,105852.0,102517.0,104068.0
2025-01-24 04:00:00,104021.0,104155.0,102798.0,103996.0
2025-01-24 08:00:00,103805.0,105272.0,103805.0,105052.0
2025-01-24 12:00:00,104947.0,105752.0,104947.0,105456.0
2025-01-24 16:00:00,105462.0,106298.0,104869.0,105947.0
2025-01-24 20:00:00,105951.0,107006.0,105673.0,105774.0
2025-01-25 00:00:00,105773.0,105773.0,104442.0,104835.0
2025-01-25 04:00:00,104865.0,104988.0,104423.0,104988.0
2025-01-25 08:00:00,105197.0,105197.0,104236.0,104393.0
2025-01-25 12:00:00,104351.0,104652.0,104133.0,104622.0
2025-01-25 16:00:00,104630.0,105082.0,104436.0,104842.0
2025-01-25 20:00:00,104914.0,105169.0,104553.0,104992.0
2025-01-26 00:00:00,105058.0,105232.0,104796.0,104796.0
2025-01-26 04:00:00,104758.0,105163.0,104515.0,105046.0
2025-01-26 08:00:00,105023.0,105376.0,104938.0,104976.0
2025-01-26 12:00:00,104978.0,105126.0,104492.0,104783.0
2025-01-26 16:00:00,104824.0,105043.0,104702.0,105014.0
2025-01-26 20:00:00,104946.0,105224.0,104890.0,105071.0
2025-01-27 00:00:00,105064.0,105183.0,102552.0,102552.0
2025-01-27 04:00:00,102625.0,103210.0,100888.0,101285.0
2025-01-27 08:00:00,101341.0,101341.0,97792.0,99264.0
2025-01-27 12:00:00,99090.0,99411.0,98381.0,98943.0
